Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Only So Much Room	TRJ	set8/cards/367x512/41_34470d6ac29e1e2b0b2dc3b19d1e7c1acd8565d1	Action	Un	Amber-Emerald	4	True					Return chosen character with 2 ¤ or less to theirplayer's hand. Return a character card from yourdiscard to your hand.
It Means No Worries	TRJ	set8/cards/367x512/42_5e1d14a3c9e293aea21d67322f766fda7ad9d09e	Song	Ra	Amber	9	False	Song				Sing Together 9 (Any number of your or yourteammates' characters with total cost 9 or more may⟳ to sing this song for free.)Return up to 3 character cards from your discard toyour hand. You pay 2 ⬡ less for the next character youplay this turn.
Trials and Tribulations	TRJ	set8/cards/367x512/43_56b06876ef0458a45235e14cc9855ff3bae9e719	Song	Un	Amber	2	True	Song				(A character with cost 2 or more can ⟳ to sing thissong for free.)Chosen character gets -4 ¤ until the start of yournext turn.
The Nephews' Piggy Bank	TRJ	set8/cards/367x512/44_579094db61fd08dfd833fe8c642fc51d109baf4b	Item	Un	Amber	2	False					INSIDE JOB If you have a character named DonaldDuck in play, you pay 1 ⬡ less to play this item.PAYOFF ⟳ — Chosen character gets -1 ¤ until thestart of your next turn.
Palace Guard - Spectral Sentry	TRJ	set8/cards/367x512/45_6fbdf63aa13f643f85affe09e4dabb1efcfb1bcc	Illusion	Co	Amethyst	1	True	Dreamborn, Ally, Illusion	1	4	1	Vanish (When an opponent chooses this characterfor an action, banish them.)
Druun - Ravenous Plague	TRJ	set8/cards/367x512/46_4b5ed2b0e6892aae91977b4add0e5674ad69cee6	Villain	Un	Amethyst	4	True	Storyborn, Villain	1	5	1	Challenger +4 (While challenging, this charactergets +4 ¤.)
Madame Medusa - Deceiving Partner	TRJ	set8/cards/367x512/47_b22d53f41a38830597b2b848a4d5b198fde4946f	Villain	Un	Amethyst-Ruby	3	True	Storyborn, Villain	3	3	1	DOUBLE-CROSS When you play this character,you may deal 2 damage to another chosencharacter of yours to return chosen characterwith cost 2 or less to their player's hand.
Hades - Ruthless Tyrant	TRJ	set8/cards/367x512/48_167eec92d223f5dc3a0e2f69c87d5ae28fde0609	Deity	Su	Amethyst-Ruby	7	False	Dreamborn, Villain, Deity	3	6	2	SHORT ON PATIENCE When you play thischaracter and whenever he quests, you may deal2 damage to another chosen character of yours todraw 2 cards.
Lena Sabrewing - Pure Energy	TRJ	set8/cards/367x512/49_504c9aa5769d32b6a1b7a7bc52d09a79b6ffc351	Sorcerer	Un	Amethyst-Steel	3	True	Dreamborn, Hero, Sorcerer	1	3	1	Evasive (Only characters with Evasive canchallenge this character.)SUPERNATURAL VENGEANCE ⟳ — Deal 1 damageto chosen character.
Abu - Illusory Pachyderm	TRJ	set8/cards/367x512/50_2d2d0456618530873be6706e1ac62aaa207e264d	Illusion	Un	Amethyst-Steel	6	True	Dreamborn, Ally, Illusion	3	7	1	Vanish (When an opponent chooses this characterfor an action, banish them.)GRASPING TRUNK Whenever this characterquests, gain lore equal to the ◊ of chosenopposing character.
Bruno Madrigal - Single-Minded	TRJ	set8/cards/367x512/51_637d6ce7fe3d73bdcd0a6180041f100a9a19be83	Madrigal	Co	Amethyst	4	True	Storyborn, Ally, Madrigal	3	4	1	STANDING TALL When you play this character,chosen opposing character can't ready at thestart of their next turn.
Royal Guard - Octopus Soldier	TRJ	set8/cards/367x512/52_f37635aa4b08cc3fc028ff788e51cd139fa438ff	Storyborn	Co	Amethyst	1	True	Storyborn	1	2	1	HEAVILY ARMED Whenever you draw a card, thischaracter gains Challenger +1 this turn. (They get+1 ¤ while challenging.)
Kuzco - Bored Royal	TRJ	set8/cards/367x512/53_ca2aed363aa8ff14586010d9b44748a6f36c2b94	King	Co	Amethyst	4	True	Storyborn, King	1	3	1	LLAMA BREATH When you play this character, youmay return chosen character, item, or locationwith cost 2 or less to their player's hand.
Megara - Part of the Plan	TRJ	set8/cards/367x512/54_a8f23332cf9f2513d3d46e0738155ada2578f9d3	Ally	Co	Amethyst	3	True	Dreamborn, Ally	2	5	1	CONTENTIOUS ALLIANCE While you have a characternamed Hades in play, this character gains Challenger +2.(They get +2 ¤ while challenging.)
Yelana - Northuldra Leader	TRJ	set8/cards/367x512/55_4bcab8d5a1af1b7ba5ccf6843ed93b2703e9ef51	Ally	Co	Amethyst	3	True	Storyborn, Ally	2	3	2	WE ONLY TRUST NATURE When you play thischaracter, chosen character gains Challenger +2this turn. (They get +2 ¤ while challenging.)
Ryder - Fleet-Footed Infiltrator	TRJ	set8/cards/367x512/56_4447338f752bfeaeb09028183c68200129b772b3	Ally	Co	Amethyst	4	True	Storyborn, Ally	3	4	1	Evasive (Only characters with Evasive canchallenge this character.)
Bambi - Prince of the Forest	TRJ	set8/cards/367x512/57_23a2430dced2887e495a6832d4f463e152c2db4d	Prince	Co	Amethyst	2	True	Storyborn, Hero, Prince	3	2	1	
Poe De Spell - Magica's Brother	TRJ	set8/cards/367x512/58_f21c143e1d443a4ee1de0b81ffb16639381eb581	Sorcerer	Co	Amethyst	3	True	Storyborn, Ally, Sorcerer	3	4	1	
Madam Mim - Up to No Good	TRJ	set8/cards/367x512/59_b304561325dc9e19d8cd5deb1643e98c6e519514	Sorcerer	Un	Amethyst	3	True	Storyborn, Villain, Sorcerer	4	3	1	
Elsa - Fierce Protector	TRJ	set8/cards/367x512/60_d9691687994d00c1cdb939692df5f2b190344a9a	Sorcerer	Ra	Amethyst	4	True	Storyborn, Hero, Queen, Sorcerer	3	4	1	ICE OVER 1 ⬡, Choose and discard a card — Exertchosen opposing character.
Pinocchio - Strings Attached	TRJ	set8/cards/367x512/61_f7ddccae7c15ffbb88923320c100fda44ac30ca7	Hero	Le	Amethyst	4	True	Storyborn, Hero	0	4	2	Evasive (Only characters with Evasive canchallenge this character.)GOT TO KEEP REAL QUIET Once during your turn,whenever you ready this character, you may drawa card.
Jiminy Cricket - Level-Headed and Wise	TRJ	set8/cards/367x512/62_1c47493ddbfc02a7971f5c988d9db896e9dd5861	Mentor	Ra	Amethyst	2	True	Storyborn, Mentor	1	1	1	Evasive (Only characters with Evasive canchallenge this character.)ENOUGH'S ENOUGH While this character isexerted, opposing characters with Rush enterplay exerted.
Bambi - Little Prince	TRJ	set8/cards/367x512/63_c142fdc79227b5bada644044b309df4318c3862d	Prince	Le	Amethyst	3	False	Storyborn, Hero, Prince	1	1	3	SAY HELLO When you play this character, gain 1 lore.KIND OF BASHFUL When an opponent plays acharacter, return this character to your hand.
Monstro - Infamous Whale	TRJ	set8/cards/367x512/64_acdd9f63f197356a29f961a782920232d24c5e39	Storyborn	Ra	Amethyst	8	True	Storyborn	6	8	2	Rush (This character can challenge the turn they'replayed.)FULL BREACH Choose and discard a card — Ready thischaracter. He can't quest for the rest of this turn.
Nero - Fearsome Crocodile	TRJ	set8/cards/367x512/65_3ea4d848fc6f17c2e1626f1b912847914a0914eb	Ally	Co	Amethyst	2	False	Storyborn, Ally	2	3	1	AND MEAN ⟳ — Move 1 damage counter fromthis character to chosen opposing character.
Magica De Spell - Shadow Form	TRJ	set8/cards/367x512/66_f3e5b9511a1ddc0b6820b8f7667c5289357dc546	Sorcerer	Un	Amethyst-Emerald	5	False	Storyborn, Villain, Sorcerer	3	3	2	Evasive (Only characters with Evasive canchallenge this character.)DANCE OF DARKNESS When you play thischaracter, you may return another chosencharacter of yours to your hand to draw a card.
Kuzco - Impulsive Llama	TRJ	set8/cards/367x512/67_fcd6c87929153ef963bd1d0053f065d2b2ad02f7	King	Ra	Amethyst-Emerald	7	True	Floodborn, King	5	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Kuzco.)WHAT DOES THIS DO? When you play this character, eachopponent chooses one of their characters and puts thatcard on the bottom of their deck. Then, each opponent maydraw a card.
Yzma - On Edge	TRJ	set8/cards/367x512/68_7ced614103edbdb62f4660abc6ef2513677646e3	Sorcerer	Su	Amethyst-Emerald	6	False	Storyborn, Villain, Sorcerer	3	6	2	WHY DO WE EVEN HAVE THAT LEVER? When youplay this character, if you have a card named Pullthe Lever! in your discard, you may search yourdeck for a card named Wrong Lever! and revealthat card to all players. Put that card into yourhand and shuffle your deck.
Madam Mim - Rhino	TRJ	set8/cards/367x512/69_1f0b33613fbaeef36da32f78dbf58f5fb09d4f6d	Sorcerer	Un	Amethyst-Ruby	6	False	Floodborn, Villain, Sorcerer	6	5	1	Shift 2 (You may pay 2 ⬡ to play this on top ofone of your characters named Madam Mim.)MAKE WAY, COMING THROUGH! When you playthis character, banish her or return anotherchosen character of yours to your hand.
Mother Gothel - Knows What's Best	TRJ	set8/cards/367x512/70_84b214980f0845411f5765229d7abcb04a233da7	Sorcerer	Ra	Amethyst-Ruby	2	False	Storyborn, Villain, Sorcerer	1	3	1	LOOK WHAT YOU'VE DONE When you play this character,you may deal 2 damage to another chosen character ofyours to give that character Challenger +1 and “When thischaracter is banished in a challenge, return this card toyour hand” this turn. (They get +1 ¤ while challenging.)
Blue Fairy - Guiding Light	TRJ	set8/cards/367x512/71_be13ae6dc60fa6ed607e8fc1737235b6e5a40adf	Fairy	Un	Amethyst-Sapphire	2	True	Storyborn, Ally, Fairy	2	2	1	Evasive (Only characters with Evasive canchallenge this character.)Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Anna - Magical Mission	TRJ	set8/cards/367x512/72_81e4257f2061206111dd3fe665ea41eaafbc3fb9	Sorcerer	Ra	Amethyst-Sapphire	6	True	Floodborn, Hero, Queen, Sorcerer	3	6	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Anna.)Support (Whenever this character quests, you may add their¤ to another chosen character's ¤ this turn.)COORDINATED PLAN Whenever this character quests, if youhave a character named Elsa in play, you may draw a card.
The Sultan - Royal Apparition	TRJ	set8/cards/367x512/73_306f9a361678060b09aa98f4d1ffbff57286a2ac	Illusion	Ra	Amethyst-Steel	5	False	Dreamborn, Ally, King, Illusion	5	5	2	Vanish (When an opponent chooses this characterfor an action, banish them.)COMMANDING PRESENCE Whenever one of yourIllusion characters quests, exert chosen opposingcharacter.
Jafar - High Sultan of Lorcana	TRJ	set8/cards/367x512/74_10af5196f3fa8904084397a3090db60f2aa44c92	Sorcerer	Su	Amethyst-Steel	5	False	Dreamborn, Villain, King, Sorcerer	4	4	3	DARK POWER Whenever this character quests,you may draw a card, then choose and discard acard. If an Illusion character card is discarded thisway, you may play that character for free.
Camilo Madrigal - Center Stage	TRJ	set8/cards/367x512/75_64d2962abd4c756ee0ffdd6fe1f6ce941e437aae	Madrigal	Co	Amethyst	5	True	Storyborn, Ally, Madrigal	4	4	2	ENCORE! ENCORE! When this character is banishedin a challenge, return this card to your hand.
Flower - Shy Skunk	TRJ	set8/cards/367x512/76_2bd696ae58bcb015757ae2b12330ea8268031544	Ally	Ra	Amethyst	3	True	Storyborn, Ally	3	3	1	LOOKING FOR FRIENDS Whenever you play anothercharacter, look at the top card of your deck. Put iton either the top or the bottom of your deck.
Forest Duel	TRJ	set8/cards/367x512/77_b338a1e94680176a9483e8a5b7ac0e13e3775679	Action	Un	Amethyst	5	True					Your characters gain Challenger +2 and “When thischaracter is banished in a challenge, return thiscard to your hand” this turn. (They get +2 ¤ whilechallenging.)
They Never Come Back	TRJ	set8/cards/367x512/78_f0e7d5eb5c3c596c970a83cd5dc9106de818b445	Action	Un	Amethyst	3	True					Up to 2 chosen characters can't ready at the start oftheir next turn. Draw a card.
Fantastical and Magical	TRJ	set8/cards/367x512/79_411d1cd3a0953fd2926a0687bc4509e4612372df	Song	Ra	Amethyst	9	False	Song				Sing Together 9 (Any number of your or yourteammates' characters with total cost 9 or more may⟳ to sing this song for free.)For each character that sang this song, draw a cardand gain 1 lore.
Pull the Lever!	TRJ	set8/cards/367x512/80_e33e5382d331220cf0a939105c04ca723e2fdd21	Action	Un	Amethyst-Emerald	3	True					Choose one:• Draw 2 cards.• Each opponent chooses and discards a card.
Into the Unknown	TRJ	set8/cards/367x512/81_e5a10db81eaab7c3772c9a7e8cbebb1bc97f0ca4	Song	Su	Amethyst-Sapphire	3	True	Song				(A character with cost 3 or more can ⟳ to sing thissong for free.)Put chosen exerted character into their player's inkwellfacedown and exerted.
Everybody's Got a Weakness	TRJ	set8/cards/367x512/82_a3eabb8e0761d9f79bdf85e7e0dccb48ed0c4833	Action	Ra	Amethyst	4	True					Move 1 damage counter from each damaged characteryou have in play to chosen opposing character. Draw acard for each damage counter moved this way.
Scarab	TRJ	set8/cards/367x512/83_feef10431a565cf291db6d8133a3c32419e0e2b3	Item	Co	Amethyst	2	False					SEARCH THE SANDS ⟳, 2 ⬡ — Return an Illusioncharacter card from your discard to your hand.
Ice Spikes	TRJ	set8/cards/367x512/84_3a75eb51590103674fdec5dcdef93cad1bf29f74	Item	Un	Amethyst-Sapphire	2	True					HOLD STILL When you play this item, exert chosenopposing character.IT'S STUCK ⟳, 1 ⬡ — Exert chosen opposing item.It can't ready at the start of its next turn.
Wilhelmina Packard - The Radio Operator	TRJ	set8/cards/367x512/85_db2c9a01ccfd6b235a1d6dab0016f1198130fa37	Ally	Co	Emerald	3	True	Storyborn, Ally	3	4	1	
Basil - Undercover Detective	TRJ	set8/cards/367x512/86_40d53d79afd63bfdf4d4a57166c73d38a331d9c0	Detective	Ra	Emerald	7	True	Dreamborn, Hero, Detective	5	4	2	INCAPACITATE When you play this character, youmay return chosen character to their player's hand.INTERFERE Whenever this character quests, chosenopponent discards a card at random.
Tramp - Observant Guardian	TRJ	set8/cards/367x512/87_c1827e1d42a10ce0a8e4528457e54781e57881ae	Hero	Co	Emerald	3	True	Storyborn, Hero	3	3	1	HOW DO I GET IN? When you play this character, chosencharacter gains Ward until the start of your next turn.(Opponents can't choose them except to challenge.)
Chaca - Junior Chipmunk	TRJ	set8/cards/367x512/88_58d301936976475d78e22c2b6d86aec053d68037	Ally	Co	Emerald	4	True	Storyborn, Ally	3	3	1	IN CAHOOTS When you play this character, ifyou have a character named Tipo in play, chosenopposing character gains Reckless during their nextturn. (They can't quest and must challenge if able.)
Tipo - Junior Chipmunk	TRJ	set8/cards/367x512/89_eab6ff682ef7166120f88ef69710085315f4218d	Ally	Co	Emerald	2	True	Storyborn, Ally	2	2	1	Evasive (Only characters with Evasive canchallenge this character.)
Bill the Lizard - Chimney Sweep	TRJ	set8/cards/367x512/90_08aca0785c6bc8977e4f5c1dd1e785816d615223	Storyborn	Co	Emerald	1	True	Storyborn	1	2	1	NOTHING TO IT While another character in playhas damage, this character gains Evasive. (Onlycharacters with Evasive can challenge them.)
March Hare - Hare-Brained Eccentric	TRJ	set8/cards/367x512/91_3cd00c10e3d38009143369506c72ac3b4fe6ad40	Storyborn	Co	Emerald	4	True	Storyborn	3	4	1	LIGHT THE CANDLES When you play thischaracter, you may deal 2 damage to chosendamaged character.
Fred - Major Science Enthusiast	TRJ	set8/cards/367x512/92_7e151f263119f628434e9787684b83ffe12d17e5	Hero	Co	Emerald	3	True	Storyborn, Hero	2	3	2	SPITTING FIRE! When you play this character, youmay banish chosen item.
Mad Dog - Karnage's First Mate	TRJ	set8/cards/367x512/93_d35be7bd3f921b6518d8a32b0941ea863fd503ef	Pirate	Co	Emerald	4	True	Storyborn, Ally, Pirate	4	4	1	ARE YOU SURE THIS IS SAFE, CAPTAIN? If you have acharacter named Don Karnage in play, you pay 1 ⬡less to play this character.
Dale - Bumbler	TRJ	set8/cards/367x512/94_34af8ca6f663beaecd4dbea10c7b0a6f2b677eff	Hero	Co	Emerald	1	True	Storyborn, Hero	1	3	1	
Louis - Endearing Alligator	TRJ	set8/cards/367x512/95_16c803565aff96c79f296c1530658b6e4a00519f	Ally	Un	Emerald	3	True	Storyborn, Ally	4	3	1	SENSITIVE SOUL This character enters play exerted.FRIENDLIER THAN HE LOOKS When you play thischaracter, chosen opposing character gains Recklessduring their next turn. (They can't quest and mustchallenge if able.)
Napoleon - Clever Bloodhound	TRJ	set8/cards/367x512/96_739fb3dd901b1678acefa4c92fd151cb5f33a207	Storyborn	Un	Emerald	4	True	Storyborn	3	6	1	
Chip - Quick Thinker	TRJ	set8/cards/367x512/97_7868f1bb02a2dc0c7eb02b79663e5821b11425b4	Hero	Un	Emerald	4	True	Storyborn, Hero	3	2	1	I'LL HANDLE THIS When you play this character,chosen opponent chooses and discards a card.
Fred - Giant-Sized	TRJ	set8/cards/367x512/98_c4b84d14f6c8bae78b0500cf7e91ad60f2f98644	Hero	Ra	Emerald	7	True	Floodborn, Hero	5	6	3	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Fred.)I LIKE WHERE THIS IS HEADING Whenever this characterquests, reveal cards from the top of your deck until youreveal a Floodborn character card. Put that card intoyour hand and shuffle the rest into your deck.
Gadget Hackwrench - Quirky Scientist	TRJ	set8/cards/367x512/99_c470fb2200d757bc8051e8e0d723b0732d0d06e9	Inventor	Ra	Emerald	4	True	Storyborn, Ally, Inventor	3	2	2	GOLLY! When you play this character, if anopponent has more cards in their hand than you,you may draw a card.
Raya - Infiltration Expert	TRJ	set8/cards/367x512/100_69219ef4e1aff56213c6ecc34b69b979ab1f5c02	Princess	Le	Emerald	6	True	Storyborn, Hero, Princess	5	5	2	UNCONVENTIONAL TACTICS Whenever thischaracter quests, you may pay 2 ⬡ to readyanother chosen character.
Rapunzel - High Climber	TRJ	set8/cards/367x512/101_1b07fee66cd573667b6473d36bab292d2fdcc56c	Princess	Le	Emerald	5	True	Dreamborn, Hero, Princess	2	5	2	Evasive (Only characters with Evasive canchallenge this character.)WRAPPED UP Whenever this character quests,chosen opposing character can't quest duringtheir next turn.
Flynn Rider - Breaking and Entering	TRJ	set8/cards/367x512/102_b3e70b0210d0f1cb58599298e6a737d4ee2a859d	Prince	Su	Emerald	4	False	Storyborn, Hero, Prince	1	4	3	THIS IS A VERY BIG DAY Whenever this characteris challenged, the challenging player may chooseand discard a card. If they don't, you gain 2 lore.
Dormouse - Easily Agitated	TRJ	set8/cards/367x512/103_9ea989c3a9c82b8a94710a818a0f94a846807574	Storyborn	Un	Emerald-Ruby	2	True	Storyborn	1	2	1	VERY RUDE INDEED When you play this character,you may put 1 damage counter on chosencharacter.
Alice - Clumsy as Can Be	TRJ	set8/cards/367x512/104_e70119989f8e5d2c1af3eb92f0b2a2ab0efa8054	Hero	Ra	Emerald-Ruby	6	True	Floodborn, Hero	2	6	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named Alice.)ACCIDENT PRONE Whenever this characterquests, put 1 damage counter on each othercharacter.
Queen of Hearts - Haughty Monarch	TRJ	set8/cards/367x512/105_1d78fa6cd804dfe9b0a48b2265ef90c53bb525ea	Queen	Su	Emerald-Ruby	4	True	Storyborn, Villain, Queen	2	3	3	COUNT OFF! While there are 5 or more characterswith damage in play, this character gets +3 ◊.
Hiro Hamada - Intuitive Thinker	TRJ	set8/cards/367x512/106_e7c140525f13100670cac04baa7ef3e5f94253e2	Inventor	Un	Emerald-Sapphire	2	True	Storyborn, Hero, Inventor	1	3	1	LOOK FOR A NEW ANGLE ⟳ — Ready chosenFloodborn character.
Go Go Tomago - Cutting Edge	TRJ	set8/cards/367x512/107_bce840a5394d894842f2493b3708a6855fc30c64	Inventor	Su	Emerald-Sapphire	4	False	Floodborn, Hero, Inventor	3	3	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Go Go Tomago.)Evasive (Only characters with Evasive can challenge thischaracter.)ZERO RESISTANCE When you play this character, if you usedShift to play her, you may put chosen character into theirplayer's inkwell facedown and exerted.
Don Karnage - Air Pirate Leader	TRJ	set8/cards/367x512/108_3985650eea8a96fcd3a39005836d8ed7fbc59d02	Pirate	Un	Emerald-Steel	3	False	Storyborn, Villain, Prince, Pirate	3	2	1	Evasive (Only characters with Evasive canchallenge this character.)SCORNFUL TAUNT Whenever you play an actionthat isn't a song, chosen opposing character gainsReckless during their next turn. (They can't questand must challenge if able.)
Captain Hook - The Pirate King	TRJ	set8/cards/367x512/109_98804c1f6c8e887c6a02d57b98929b5ea1eb78de	Captain	Ra	Emerald-Steel	5	True	Floodborn, Villain, King, Pirate, Captain	4	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Captain Hook.)GIVE 'EM ALL YOU GOT! Once during your turn,whenever an opposing character is damaged, yourPirate characters get +2 ¤ and gain Resist +2 thisturn. (Damage dealt to them is reduced by 2.)
Maui - Stubborn Trickster	TRJ	set8/cards/367x512/110_0165aefa078bb499a8a88ae55b0a1f6f50abde50	Deity	Su	Emerald-Steel	6	True	Storyborn, Hero, Deity	4	4	3	I'M NOT FINISHED YET When this character is banished,choose one:• Put 2 damage counters on all opposing characters.• Banish all opposing items.• Banish all opposing locations.
Honey Lemon - Costumed Catalyst	TRJ	set8/cards/367x512/111_8b1df2357bf33d9e861cdb6a275846b70b5ab0ba	Inventor	Ra	Emerald-Sapphire	4	True	Storyborn, Hero, Inventor	3	3	2	LET'S DO THIS! Whenever you play a Floodborncharacter, if you used Shift to play them, you mayreturn chosen character to their player's hand.
Jock - Attentive Uncle	TRJ	set8/cards/367x512/112_1d597b2cc057d8f989603256c7f94d02a61724e9	Ally	Co	Emerald	4	True	Storyborn, Ally	3	4	1	VOICE OF EXPERIENCE When you play this character, ifyou have 3 or more other characters in play, gain 2 lore.
Archimedes - Resourceful Owl	TRJ	set8/cards/367x512/113_884575e8f8dff2ac6d428cc4f5e753cb87008b35	Ally	Ra	Emerald	3	True	Storyborn, Ally	2	2	2	YOU DON'T NEED THAT When you play thischaracter, you may banish chosen item.NOW, THAT'S NOT BAD During your turn,whenever an item is banished, you may draw acard, then choose and discard a card.
He Who Steals and Runs Away	TRJ	set8/cards/367x512/114_b3c2cc18f865c86a81ede7841eba9cbfbe454322	Action	Co	Emerald	3	True					Banish chosen item. Draw a card.
Stopped Chaos in Its Tracks	TRJ	set8/cards/367x512/115_8a26fb1c245171506fc61336045a3226b9e49d9c	Song	Un	Emerald	8	True	Song				Sing Together 8 (Any number of your or yourteammates' characters with total cost 8 or more may⟳ to sing this song for free.)Return up to 2 chosen characters with 3 ¤ or lesseach to their player's hand.
Wrong Lever!	TRJ	set8/cards/367x512/116_4f4860f7ee6bd8d13b9be48d9c45592bc0501493	Action	Ra	Emerald	3	True					Choose one:• Return chosen character to their player's hand.• Put a card named Pull the Lever! from your discard onthe bottom of your deck to put chosen character onthe bottom of their player's deck.
Undermine	TRJ	set8/cards/367x512/117_5e430ca85661f0cb0a35c8174a9d0b0a8fa41cc6	Action	Un	Emerald-Ruby	2	True					Chosen opponent chooses and discards a card. Chosencharacter gets +2 ¤ this turn.
Walk the Plank!	TRJ	set8/cards/367x512/118_bfa97233a6943265a1ee75a9f1e2b9ee13e6cd50	Action	Un	Emerald-Steel	3	False					Your Pirate characters gain “⟳ — Banish chosendamaged character” this turn.
Chem Purse	TRJ	set8/cards/367x512/119_3b70ef2a3472483071945b3feee13c68649f1031	Item	Co	Emerald	2	True					HERE'S THE BEST PART Whenever you play a character,if you used Shift to play them, they get +4 ¤ this turn.
Jeweled Collar	TRJ	set8/cards/367x512/120_39bae8a0e1b77a956ae323f6833280f45ece35b0	Item	Un	Emerald-Sapphire	2	True					WELCOME EXTRAVAGANCE Whenever one of yourcharacters is challenged, you may put the top card ofyour deck into your inkwell facedown and exerted.
Gloyd Orangeboar - Fierce Competitor	TRJ	set8/cards/367x512/121_c54a0557101945c1e52bcb3425c4dbcdb7beac81	Racer	Co	Ruby	3	True	Storyborn, Ally, Racer	1	2	1	PUMPKIN SPICE When you play this character,each opponent loses 1 lore and you gain 1 lore.
Honest John - Shameless Schemer	TRJ	set8/cards/367x512/122_20464b4bd33ebc38e2425d8c35ecf9cc0b6540ec	Villain	Un	Ruby	6	True	Storyborn, Villain	7	5	2	
Gyro Gearloose - Eccentric Inventor	TRJ	set8/cards/367x512/123_a2bc941370943854c9372d2ae934541f6b0d51c9	Inventor	Ra	Ruby-Sapphire	3	True	Storyborn, Ally, Inventor	1	3	1	Evasive (Only characters with Evasive canchallenge this character.)I'LL SHOW YOU! When you play this character,chosen opposing character gets -3 ¤ this turn.
Vanellope Von Schweetz - Spunky Speedster	TRJ	set8/cards/367x512/124_22afd2e612b2dbd5de0e3b276b7c6d6624f40cd7	Racer	Co	Ruby	2	True	Storyborn, Hero, Princess, Racer	3	1	1	Evasive (Only characters with Evasive can challengethis character.)
Brutus - Fearsome Crocodile	TRJ	set8/cards/367x512/125_bf6b247b67d6e97bf9f48800769ff892856299e4	Ally	Co	Ruby	4	True	Storyborn, Ally	4	3	1	SPITEFUL During your turn, when this characteris banished, if one of your characters was damagedthis turn, gain 2 lore.
The Dodo - Outlandish Storyteller	TRJ	set8/cards/367x512/126_329edb783a57f51b9f8b9ea23c8df4edbd81fa3e	Storyborn	Co	Ruby	3	True	Storyborn	0	6	1	EXTRAORDINARY SITUATION This character gets+1 ¤ for each 1 damage on him.
Alice - Courageous Keyholder	TRJ	set8/cards/367x512/127_7aa85b787e54286c40518f1ec8da3d5c4953554b	Hero	Co	Ruby	4	True	Storyborn, Hero	2	4	2	THIS WAY OUT When you play this character, youmay ready chosen damaged character of yours.They can't quest for the rest of this turn.
Lumiere - Nimble Candelabra	TRJ	set8/cards/367x512/128_7e8a238ad51315d2c448f3d1e566b21d76912d9d	Ally	Co	Ruby	2	True	Storyborn, Ally	1	1	2	QUICK-STEP While you have an item card inyour discard, this character gains Evasive. (Onlycharacters with Evasive can challenge them.)
Gaston - Arrogant Showoff	TRJ	set8/cards/367x512/129_70fe4566444bb3cc6c94e7a5a1af2fae1b16b4d9	Villain	Co	Ruby	4	True	Storyborn, Villain	4	4	1	BREAK APART When you play this character, youmay banish one of your items to give chosencharacter +2 ¤ this turn.
Mushu - Fast-Talking Dragon	TRJ	set8/cards/367x512/130_d9bdd31034561d4c8740be021d1069a8807c060e	Dragon	Co	Ruby	3	True	Storyborn, Ally, Dragon	2	3	1	LET'S GET THIS SHOW ON THE ROAD ⟳ — Chosencharacter gains Rush this turn. (They canchallenge the turn they're played.)
Cri-Kee - Part of the Team	TRJ	set8/cards/367x512/131_52ef7f8b001e4a8893c925a6472a42db9ae47d82	Ally	Co	Ruby	4	True	Storyborn, Ally	4	3	1	AT HER SIDE While you have 2 or more other exertedcharacters in play, this character gets +2 ◊.
Lafayette - Sleepy Basset Hound	TRJ	set8/cards/367x512/132_92250e84339198182f666600caf8f53c5d635393	Storyborn	Co	Ruby	5	True	Storyborn	7	4	1	
Figaro - Tuxedo Cat	TRJ	set8/cards/367x512/133_f1eaa8230d715311a400e0a69930e695f70f0e01	Ally	Un	Ruby	3	True	Storyborn, Ally	3	3	1	PLAYFULNESS Opposing items enter play exerted.
Thumper - Young Bunny	TRJ	set8/cards/367x512/134_8a31b4d3d1de372d28527029b10adcb3ea443175	Ally	Un	Ruby	2	True	Storyborn, Ally	0	3	1	YOU CAN DO IT! ⟳ — Chosen character gets +3 ¤this turn.
Wreck-It Ralph - Back Seat Driver	TRJ	set8/cards/367x512/135_91da0583c374983aa70d9f245ee3720a3e0a3b34	Racer	Ra	Ruby	3	True	Storyborn, Hero, Racer	4	2	1	CHARGED UP When you play this character,chosen Racer character gets +4 ¤ this turn.
Tinker Bell - Insistent Fairy	TRJ	set8/cards/367x512/136_145a97c687428a553fd4c1779e308adc70eb985c	Fairy	Le	Ruby	2	True	Storyborn, Ally, Fairy	1	1	1	Evasive (Only characters with Evasive can challengethis character.)PAY ATTENTION Whenever you play a character with5 ¤ or more, you may exert them to gain 2 lore.
